,S&P 500,S&P 500 daily exposure,S&P/Gold/BTC 60/30/10 daily exposure,Static HMM daily exposure,Static HMM/Gold/BTC 60/30/10 daily exposure,Static HMM with momentum/Gold/BTC 60/30/10 daily exposure
2018-11-08,14720.629361209103,11880.25516413808,15665.76676730724,14313.164588664424,16762.772266436034,17505.347715442767
2018-11-09,14576.835412344702,11834.886707918735,15612.054699938933,14372.403271813184,16736.34533656168,17529.456912365513
2018-11-10,14576.835412344702,11834.886707918735,15612.054699938933,14372.403271813184,16736.34533656168,17529.456912365513
2018-11-11,14576.835412344702,11834.886707918735,15612.054699938933,14372.403271813184,16736.34533656168,17529.456912365513
2018-11-12,14304.466057781205,11646.847144917123,15459.217612107095,14157.591905459463,16553.728310155395,17367.174027880414
2018-11-13,14277.6957548652,11649.125557160009,15462.014379966826,14123.264645966898,16590.62691376009,17342.913359156493
2018-11-14,14180.086393476438,11547.001820155849,15381.94174582129,13981.818360457415,16484.85518805427,17239.742203497182
2018-11-15,14328.076981796254,11621.879160090924,15449.864490324631,14074.130979634065,16543.535968391367,17317.247830888664
2018-11-16,14365.341128503514,11647.278082180164,15487.173121609785,14087.599910093984,16559.230969512577,17346.275388602906
2018-11-17,14365.341128503514,11647.278082180164,15487.173121609785,14087.599910093984,16559.230969512577,17346.275388602906
2018-11-18,14365.341128503514,11647.278082180164,15487.173121609785,14087.599910093984,16559.230969512577,17346.275388602906
2018-11-19,14122.359026860962,11495.27310320477,15363.105830529938,13948.882779261377,16457.877862021083,17240.31557545516
2018-11-20,13861.007983763011,11367.940567662627,15257.448606319722,13732.374736967922,16331.779851275423,17075.52791620273
2018-11-21,13908.242404648321,11401.012383955598,15302.37245111361,13754.915310191103,16369.87302687525,17112.941878018773
2018-11-22,13908.242404648321,11390.289948111678,15289.444883636615,13754.915310191103,16365.15465356888,17108.0371557515
2018-11-23,13815.351456206008,11360.850273731823,15260.41228078892,13715.85614878403,16324.746769082363,17072.925515759725
2018-11-24,13815.351456206008,11360.850273731823,15260.41228078892,13715.85614878403,16324.746769082363,17072.925515759725
2018-11-25,13815.351456206008,11360.850273731823,15260.41228078892,13715.85614878403,16324.746769082363,17072.925515759725
2018-11-26,14038.389417248118,11471.125003383573,15354.121981858725,13802.944475165874,16399.861804214233,17143.91994428633
2018-11-27,14085.622042011251,11482.06590964094,15342.236920383246,13834.893921004701,16387.278026564032,17144.5502229584
2018-11-28,14409.953211017368,11619.95128927369,15473.79771025214,14005.495108396708,16535.590091410144,17294.95734805202
2018-11-29,14378.46090291057,11578.353350936448,15438.069825322209,14001.762451471839,16511.636749934387,17289.26520942894
2018-11-30,14466.101786243455,11619.627240662217,15462.058065328614,14048.73593485144,16520.536350121864,17314.090678382217
2018-12-01,14466.101786243455,11619.627240662217,15462.058065328614,14048.73593485144,16520.536350121864,17314.090678382217
2018-12-02,14466.101786243455,11619.627240662217,15462.058065328614,14048.73593485144,16520.536350121864,17314.090678382217
2018-12-03,14657.65552172854,11703.36005831158,15549.83014592128,14162.603839375884,16629.596332519515,17421.804030943164
2018-12-04,14182.707833786808,11288.622067536158,15232.391823687223,13729.388071022448,16308.009996939762,17115.775641811822
2018-12-05,14182.707833786808,11296.018832318015,15243.008830410734,13729.388071022448,16313.088461231826,17121.054676614604
2018-12-06,14161.194780468919,11278.170187809226,15213.158996641856,13686.96485550375,16286.077868190436,17072.257140475063
2018-12-07,13832.144300455271,11123.577581692049,15133.435513736082,13528.141278679665,16213.112803135999,17003.213625572254
2018-12-08,13832.144300455271,11123.577581692049,15133.435513736082,13528.141278679665,16213.112803135999,17003.213625572254
2018-12-09,13832.144300455271,11123.577581692049,15133.435513736082,13528.141278679665,16213.112803135999,17003.213625572254
2018-12-10,13858.384747330469,11138.883759531494,15137.885337306034,13570.099558211668,16211.757253785467,17025.5868814942
2018-12-11,13861.530655315128,11144.218911337193,15138.744541237462,13568.544948646697,16204.272637380585,17020.66116296837
2018-12-12,13931.329759050164,11159.15593765575,15149.051243896227,13580.24508637461,16201.6580731735,17027.543913729805
2018-12-13,13926.60775385937,11147.568107411505,15125.208523463016,13602.330533556746,16223.744979242645,17027.544893216156
2018-12-14,13669.457840522266,11046.322016832399,15024.52848792044,13455.621557822245,16099.9413257406,16896.71620232439
2018-12-15,13669.457840522266,11046.322016832399,15024.52848792044,13455.621557822245,16099.9413257406,16896.71620232439
2018-12-16,13669.457840522266,11046.322016832399,15024.52848792044,13455.621557822245,16099.9413257406,16896.71620232439
2018-12-17,13401.285125414184,10950.370106343327,14998.32947016299,13342.444954281284,16076.730544498596,16869.054493392443
2018-12-18,13386.58655961774,10935.698530892347,14985.975398558849,13326.349357032661,16070.370948033727,16856.404910301582
2018-12-19,13186.116873669702,10847.403702466996,14921.058737844816,13230.699764034813,16039.411652000803,16791.69826473281
2018-12-20,12971.473987660598,10761.073665480992,14897.59873812449,13145.207829220471,16023.286870639735,16779.002659353457
2018-12-21,12705.693707285927,10697.257347880182,14794.116356270599,13084.033481976938,15916.124754062554,16675.008747821023
2018-12-22,12705.693707285927,10697.257347880182,14794.116356270599,13084.033481976938,15916.124754062554,16675.008747821023
2018-12-23,12705.693707285927,10697.257347880182,14794.116356270599,13084.033481976938,15916.124754062554,16675.008747821023
2018-12-24,12369.97153146353,10626.75383068215,14789.95516856054,12980.352190159101,15905.400761090987,16656.35829421363
2018-12-25,12369.97153146353,10613.726869789276,14756.161027998738,12980.352190159101,15880.254884344267,16630.21929808053
2018-12-26,12994.96277536794,10753.456997053294,14883.391420212178,13143.95504976288,16018.939624710134,16768.987811358445
2018-12-27,13094.725687241204,10786.085460040358,14961.04881328974,13191.497764567233,16100.66055450719,16861.78445253956
2018-12-28,13077.83764851681,10753.418989185373,14921.806597639257,13158.024470707996,16072.460908445019,16822.273147129003
2018-12-29,13077.83764851681,10753.418989185373,14921.806597639257,13158.024470707996,16072.460908445019,16822.273147129003
2018-12-30,13077.83764851681,10753.418989185373,14921.806597639257,13158.024470707996,16072.460908445019,16822.273147129003
2018-12-31,13192.383543928616,10800.512401718837,14953.264612197958,13225.461437512766,16109.054493497379,16865.38338862002
2019-01-01,13192.383543928616,10748.708782617166,14865.971243828284,13225.461437512766,16059.602737477062,16813.97856895873
2019-01-02,13206.1095095688,10774.509274473385,14914.453903620708,13243.929972937665,16132.57646652056,16858.809381817995
2019-01-03,12890.969995779073,10635.705961754195,14834.955450032461,13072.83973313216,16049.943259878048,16766.939510518758
2019-01-04,13322.766746594063,10716.764700658603,14851.593554058623,13166.698796657192,16060.715763946855,16782.884415973003
2019-01-05,13322.766746594063,10716.764700658603,14851.593554058623,13166.698796657192,16060.715763946855,16782.884415973003
2019-01-06,13322.766746594063,10716.764700658603,14851.593554058623,13166.698796657192,16060.715763946855,16782.884415973003
2019-01-07,13427.812053775859,10717.723664777197,14831.026912340049,13140.030734891641,16037.29774324746,16739.38747913311
2019-01-08,13553.969879031132,10767.563311775773,14856.95685870511,13182.34436802732,16044.192536001552,16755.333292132098
2019-01-09,13617.31641386243,10807.125757447977,14923.59588932376,13210.15769514389,16090.48788436547,16815.107517512417
2019-01-10,13665.351007175468,10805.181748316147,14886.632382356167,13176.804204766244,16045.6466398142,16750.955497055194
2019-01-11,13670.628912178567,10810.99702365884,14903.372206193872,13193.19007622522,16062.709770932082,16776.57399896542
2019-01-12,13670.628912178567,10810.99702365884,14903.372206193872,13193.19007622522,16062.709770932082,16776.57399896542
2019-01-13,13670.628912178567,10810.99702365884,14903.372206193872,13193.19007622522,16062.709770932082,16776.57399896542
2019-01-14,13587.228673294316,10781.555410611474,14890.447530437501,13170.696478891372,16058.490561297822,16771.672403347595
2019-01-15,13742.948873382325,10839.751953339284,14922.933094212472,13211.776082063414,16068.876527982313,16786.602243257505
2019-01-16,13776.203177340081,10849.461346486069,14947.581299184878,13200.09722534878,16089.35716080436,16796.85495734944
2019-01-17,13880.721322664325,10847.59718163256,14906.451612374396,13177.772836561046,16040.65851747497,16736.131511636966
2019-01-18,14065.46955123883,10927.77685505602,14941.600282163654,13267.16289427797,16062.717465870597,16770.20681161149
2019-01-19,14065.46955123883,10927.77685505602,14941.600282163654,13267.16289427797,16062.717465870597,16770.20681161149
2019-01-20,14065.46955123883,10927.77685505602,14941.600282163654,13267.16289427797,16062.717465870597,16770.20681161149
2019-01-21,14065.46955123883,10938.98580792983,14960.140530452116,13267.16289427797,16073.04429553532,16780.94149242586
2019-01-22,13875.438927355794,10873.247756078164,14919.349547637845,13200.810549693773,16026.002306259681,16744.770425640974
2019-01-23,13904.47414033098,10876.914294989983,14917.800298772703,13266.236467409872,16050.19870076022,16788.11909911266
2019-01-24,13911.862488886449,10866.780337457336,14883.832876507351,13230.303497747922,15997.404140088589,16732.674143579057
2019-01-25,14029.57853993224,10909.122808148122,14981.346068617599,13206.786577339211,16089.34031371417,16786.506631570246
2019-01-26,14029.57853993224,10909.122808148122,14981.346068617599,13206.786577339211,16089.34031371417,16786.506631570246
2019-01-27,14029.57853993224,10909.122808148122,14981.346068617599,13206.786577339211,16089.34031371417,16786.506631570246
2019-01-28,13922.94635881128,10844.067501629968,14927.106521669883,13123.14951117795,16028.087178993568,16721.956864039876
2019-01-29,13904.474140330978,10832.750572862182,14935.593874004186,13139.816689559055,16054.44204109545,16753.784028273523
2019-01-30,14124.59160672104,10910.459258602259,14996.64726327386,13191.673898264711,16104.225274778653,16791.22706524543
2019-01-31,14248.639886485029,10924.287444196094,15010.779666116785,13180.342082130352,16164.41581338867,16786.34798225167
2019-02-01,14255.504665427292,10927.708495773812,15004.045896757352,13195.480721695598,16196.889266659706,16787.23186086934
2019-02-02,14255.504665427292,10927.708495773812,15004.045896757352,13195.480721695598,16196.889266659706,16787.23186086934
2019-02-03,14255.504665427292,10927.708495773812,15004.045896757352,13195.480721695598,16196.889266659706,16787.23186086934
2019-02-04,14355.799229463537,10986.61281602199,15049.336959467386,13294.413939117368,16220.469240731765,16859.172716824054
2019-02-05,14415.976506721934,11021.363377477239,15080.659869772026,13352.681116783046,16293.161988539267,16906.686986807286
2019-02-06,14396.96904383431,10978.343247510533,15017.535997076346,13299.70321964731,16202.97369924189,16835.276214191144
2019-02-07,14259.728246715289,10871.252396777492,14927.903296226335,13057.025838243637,16082.33101247702,16648.33234937805
2019-02-08,14277.144345358316,10891.898354253633,14967.190638196662,13081.125892446618,16114.956844149658,16691.648144269107
2019-02-09,14277.144345358316,10891.898354253633,14967.190638196662,13081.125892446618,16114.956844149658,16691.648144269107
2019-02-10,14277.144345358316,10891.898354253633,14967.190638196662,13081.125892446618,16114.956844149658,16691.648144269107
2019-02-11,14285.060753832422,10786.600442275274,14788.675165382645,12951.737388649382,15919.065951645835,16490.22500323338
2019-02-12,14468.759148997258,11016.354368292617,15072.022022605433,13274.428914457152,16211.383042128085,16841.848812120938
2019-02-13,14515.736724411938,11009.158039935695,15054.104548642632,13251.417754943992,16213.674498456216,16810.862644095272
2019-02-14,14483.539438352542,11016.012453688598,15069.075688193965,13328.19467235681,16230.285411955701,16879.95450964251
2019-02-15,14641.368285870749,11114.742413851045,15170.2595076463,13400.567615006881,16345.851022701745,16957.38549026084
2019-02-16,14641.368285870749,11114.742413851045,15170.2595076463,13400.567615006881,16345.851022701745,16957.38549026084
2019-02-17,14641.368285870749,11114.742413851045,15170.2595076463,13400.567615006881,16345.851022701745,16957.38549026084
2019-02-18,14641.368285870749,11101.244127288217,15153.658985326481,13400.567615006881,16339.958548112334,16951.266300425814
2019-02-19,14666.708875537657,11100.530460941034,15219.983711199842,13448.201962901023,16445.35637671774,17062.494271422693
2019-02-20,14696.270352309308,11096.876063868283,15217.164081782139,13411.305940912274,16399.88224708405,17034.516108026426
2019-02-21,14644.009483525013,11049.243825749745,15107.246836838181,13333.650942455515,16289.79171368463,16896.17205243925
2019-02-22,14734.808847697765,11156.004964578646,15230.169011837015,13528.3562801341,16424.797479158617,17083.98903948256
2019-02-23,14734.808847697765,11156.004964578646,15230.169011837015,13528.3562801341,16424.797479158617,17083.98903948256
2019-02-24,14734.808847697765,11156.004964578646,15230.169011837015,13528.3562801341,16424.797479158617,17083.98903948256
2019-02-25,14754.859857567455,11208.05647595112,15276.751658223933,13612.6680699478,16504.235086850167,17152.51928460913
2019-02-26,14744.310333988862,11182.157413038558,15245.424724981038,13594.090221797926,16501.030927172134,17127.168498380564
2019-02-27,14737.969124659801,11177.705573028412,15216.62686977514,13517.331441650691,16475.16130843857,17040.413178487746
2019-02-28,14710.524377868125,11216.849435600127,15256.259416712408,13573.5747881894,16478.555290197197,17091.623013173077
2019-03-01,14802.373575450547,11326.747617137087,15306.275338650725,13680.420951982935,16515.40705054339,17127.87977576465
2019-03-02,14802.373575450547,11326.747617137087,15306.275338650725,13680.420951982935,16515.40705054339,17127.87977576465
2019-03-03,14802.373575450547,11326.747617137087,15306.275338650725,13680.420951982935,16515.40705054339,17127.87977576465
2019-03-04,14748.523138543827,11363.903191297723,15327.677561141852,13711.417775784908,16571.2301252657,17141.24379503801
2019-03-05,14728.469434490878,11377.395112901439,15340.430252463642,13703.960335209928,16585.502417586304,17137.367245052865
2019-03-06,14639.256944257293,11272.963849190046,15250.382810963556,13456.212922953817,16471.58747434881,16943.633252339972
2019-03-07,14516.79553843247,11201.555258992197,15196.812620816843,13426.524285185833,16466.321700179447,16926.8759696436
2019-03-08,14487.762121579455,11198.484362182746,15247.93836261481,13466.900922151508,16527.088924244566,17017.73440228667
2019-03-09,14487.762121579455,11198.484362182746,15247.93836261481,13466.900922151508,16527.088924244566,17017.73440228667
2019-03-10,14487.762121579455,11198.484362182746,15247.93836261481,13466.900922151508,16527.088924244566,17017.73440228667
2019-03-11,14697.8491436987,11310.950878063752,15292.408280574022,13593.167288349801,16556.15105807053,17060.261253056924
2019-03-12,14753.276575872636,11329.624643710127,15324.305305488946,13563.293237180093,16583.371670750494,17055.886330799258
2019-03-13,14850.931738376788,11401.014809964514,15420.463321626685,13632.198156277618,16686.272620488075,17150.253249769277
2019-03-14,14841.434742391122,11368.15926759151,15334.601558578195,13567.550795786108,16598.37358706972,17035.126350523118
2019-03-15,14914.759633950247,11495.970515948913,15497.106622091798,13743.816997724358,16752.808774073485,17233.710539488115
2019-03-16,14914.759633950247,11495.970515948913,15497.106622091798,13743.816997724358,16752.808774073485,17233.710539488115
2019-03-17,14914.759633950247,11495.970515948913,15497.106622091798,13743.816997724358,16752.808774073485,17233.710539488115
2019-03-18,14968.834586128494,11503.149492803748,15484.32390634876,13722.252569748514,16746.31262924208,17196.318500443507
2019-03-19,14972.548068719578,11493.28944439625,15487.46866914425,13879.924800296167,16744.4263471751,17329.411700897763
2019-03-20,14927.47707699072,11469.55686376804,15456.610302321636,13933.626867474144,16694.517821282778,17357.820459189883
2019-03-21,15096.083555603396,11588.118267178688,15569.451895658458,14242.447284943179,16759.36938534794,17610.686516291786
2019-03-22,14805.54013884019,11397.418186104313,15444.137288036974,13887.262391730319,16647.212996616476,17374.951791374853
2019-03-23,14805.54013884019,11397.418186104313,15444.137288036974,13887.262391730319,16647.212996616476,17374.951791374853
2019-03-24,14805.54013884019,11397.418186104313,15444.137288036974,13887.262391730319,16647.212996616476,17374.951791374853
2019-03-25,14794.40507943345,11370.900109725288,15450.758087879434,13831.890143528442,16635.833837920505,17364.491559141705
2019-03-26,14904.682490502952,11393.824384345533,15418.802300953103,13795.965835777297,16633.442109958487,17280.168771121407
2019-03-27,14826.746953327714,11377.771759416648,15407.736939431348,13717.168553112984,16622.178761179148,17222.381240654675
2019-03-28,14882.944921913537,11507.556370140377,15479.100030412315,13849.222438166027,16688.003727687013,17283.438236435406
2019-03-29,14976.790509290391,11551.41297574096,15515.239320356806,13999.014607117548,16705.643812943148,17397.882316940937
2019-03-30,14976.790509290391,11551.41297574096,15515.239320356806,13999.014607117548,16705.643812943148,17397.882316940937
2019-03-31,14976.790509290391,11551.41297574096,15515.239320356806,13999.014607117548,16705.643812943148,17397.882316940937
2019-04-01,15154.403642535717,11662.299259654563,15580.689287437675,14241.884737117005,16757.71832838014,17554.430997609168
2019-04-02,15161.819830984852,11663.592692819082,15585.609033837087,14292.870477849481,16744.268722184417,17597.701131000937
2019-04-03,15185.684906287275,11700.00411348083,15653.202414084653,14486.937469004053,16821.98848778965,17788.016860401993
2019-04-04,15225.975518854742,11721.072561515355,15646.885259406314,14482.419640438695,16816.76088077055,17758.075789377075
2019-04-05,15299.674003825692,11789.313109528866,15748.938851749688,14522.36749824357,16893.614964431355,17839.81183810054
2019-04-06,15299.674003825692,11789.313109528866,15756.06758239072,14522.36749824357,16901.29156543852,17847.783799309338
2019-04-07,15299.674003825692,11789.313109528866,15798.92075741422,14522.36749824357,16947.438171771522,17895.70591422203
2019-04-08,15311.34340957867,11852.539883906162,15930.476186247344,14482.308044715302,17085.377273084654,17953.91809014908
2019-04-09,15232.86723962959,11776.638927905055,15856.04743039036,14280.74486776924,17009.53013987303,17786.638178035748
2019-04-10,15284.83085019438,11777.504948110723,15892.592467310295,14307.009790393442,17032.08563021228,17846.777989924936
2019-04-11,15280.586613501402,11766.819937947193,15728.728461048908,14306.412320864827,16862.203314096645,17672.92577545924
2019-04-12,15383.976794101485,11887.118474381676,15863.306937880097,14357.613441664174,17061.281483150084,17751.637543782712
2019-04-13,15383.976794101485,11887.118474381676,15865.484386484215,14357.613441664174,17063.626277053674,17754.07255454133
2019-04-14,15383.976794101485,11887.118474381676,15887.463446786267,14357.613441664174,17087.294512669163,17778.651434703428
2019-04-15,15373.898752593102,11842.404953095695,15787.507209279815,14243.999878161316,17020.52330135937,17621.27780721706
2019-04-16,15383.976794101485,11856.513042726117,15804.996593343281,14453.672234517211,17056.983036139907,17788.050714575686
2019-04-17,15346.33007337154,11842.763782046042,15805.107647403387,14457.80050049591,17112.396093835545,17804.005869781413
2019-04-18,15376.553421163659,11855.64168771975,15823.685379896431,14497.89440643128,17110.650555317494,17843.546027353437
2019-04-19,15376.553421163659,11859.372308483016,15830.338245291992,14497.89440643128,17114.502650978502,17847.54633388929
2019-04-20,15376.553421163659,11859.372308483016,15840.846622749688,14497.89440643128,17125.81863765797,17859.297707545906
2019-04-21,15376.553421163659,11859.372308483016,15833.643920054492,14497.89440643128,17118.062379559786,17851.243024408614
2019-04-22,15389.81059891689,11880.79788338829,15888.772586894785,14613.561165832858,17165.1185885595,17981.526222515018
2019-04-23,15528.185647187673,12013.993345930503,16050.878415190193,14712.9600414965,17305.09834856241,18115.96143490677
2019-04-24,15493.727043313436,12017.404763899458,16057.423497215641,14729.650510526426,17321.574608052786,18132.889588250193
2019-04-25,15484.182450090204,12038.17611389277,16010.954124263555,14651.396136686622,17294.763513850285,18001.974695998597
2019-04-26,15556.287774694383,12097.63213190545,16114.952656000904,14692.540873592994,17406.839804608688,18094.899371064137
2019-04-27,15556.287774694383,12097.63213190545,16111.514306205732,14692.540873592994,17403.13720440821,18091.05431188465
2019-04-28,15556.287774694383,12097.63213190545,16116.75344330807,14692.540873592994,17408.77898934605,18096.913166686518
2019-04-29,15580.675521548923,12069.724785147278,16036.300679518416,14660.08193457255,17311.528069256496,18007.869919754365
2019-04-30,15588.626954405387,12064.538220919647,16072.934955883302,14669.280196819023,17366.98691197329,18060.648243075873
2019-05-01,15471.45512837778,11971.978723034696,16008.28743157997,14560.115718008608,17300.15531279739,17990.50173947022
2019-05-02,15438.052644340816,11966.356587994089,16001.510367892295,14599.211379096869,17268.5950004495,18016.816854528435
2019-05-03,15589.16040269054,12106.553863174007,16218.494476577505,14759.41941014463,17489.454337691783,18253.057361590283
2019-05-04,15589.16040269054,12106.553863174007,16237.447375068545,14759.41941014463,17509.933157580082,18274.3541336965
2019-05-05,15589.16040269054,12106.553863174007,16226.759196644178,14759.41941014463,17498.384460635913,18262.344165920756
2019-05-06,15525.006510942823,12049.199344148463,16171.470149206853,14644.13218736464,17451.74418659155,18166.56936310993
2019-05-07,15265.739867625745,11806.867919139358,15986.624674462768,14298.600005495968,17266.998990977037,17921.277718850786
2019-05-08,15244.534849260395,11803.042546578965,16021.170638144711,14360.880413416016,17302.567988103587,18009.539232004856
2019-05-09,15198.408635755353,11718.288362401101,15998.733825462972,14211.524547853609,17255.5970821368,17950.122920229347
2019-05-10,15274.75640093034,11777.154073251948,16115.132313227557,14287.025300324072,17419.315143052358,18083.81632625169
2019-05-11,15274.75640093034,11777.154073251948,16362.296122150003,14287.025300324072,17686.378417211774,18361.54647470433
2019-05-12,15274.75640093034,11777.154073251948,16292.748610652332,14287.025300324072,17611.231549184522,18283.398137466094
2019-05-13,14890.89904895326,11412.550411691145,16264.160804952611,13748.960324494017,17622.627638199716,18181.28693213534
2019-05-14,15025.566002999472,11536.174709097124,16409.08752041166,14004.699685471473,17758.404572885487,18422.014946004296
2019-05-15,15113.581377805267,11550.215948720608,16455.575765531492,14020.146095842136,17798.317088861088,18473.05091514264
2019-05-16,15253.545994198472,11668.283101927773,16419.95839964293,14218.439035586005,17756.29673081387,18473.462274196452
2019-05-17,15154.929906332176,11629.981471960287,16211.966305940381,14164.725137674563,17552.559592964953,18234.471573816023
2019-05-18,15154.929906332176,11629.981471960287,16190.315981300502,14164.725137674563,17529.166173798338,18210.143789329715
2019-05-19,15154.929906332176,11629.981471960287,16466.272976159886,14164.725137674563,17827.340809055982,18520.22792941063
2019-05-20,15054.725148404543,11616.636413479604,16419.323141161385,14050.404500776778,17774.101560119372,18395.008292241924
2019-05-21,15190.457202898888,11737.955233741737,16510.91082684367,14182.324289102064,17835.148500448395,18486.40457414641
2019-05-22,15143.797541108692,11701.900425515798,16400.11662039454,14109.776763956912,17717.33530419338,18340.701317347648
2019-05-23,14958.76821941423,11587.5954087257,16401.916060863656,13898.89203258561,17730.574659505146,18289.608947574834
2019-05-24,14992.693375003317,11592.41434126723,16417.574045371803,13869.68254579197,17737.51077645036,18281.29752611424
2019-05-25,14992.693375003317,11592.41434126723,16437.132624259735,13869.68254579197,17758.644040816565,18303.27488211045
2019-05-26,14992.693375003317,11592.41434126723,16623.399612589168,13869.68254579197,17959.90761572239,18512.577200868578
2019-05-27,14992.693375003317,11570.589403648206,16631.8107077705,13869.68254579197,17987.84618857456,18541.631678726724
2019-05-28,14853.25861465092,11458.29668945499,16489.307372581337,13897.422436789864,17823.891290889624,18502.858520349113
2019-05-29,14753.575630214318,11407.169057628766,16449.141281642515,13782.63219060616,17771.229114174585,18418.8510273896
2019-05-30,14793.87612145373,11420.741729157202,16370.821327582604,13799.10290536859,17680.914103736395,18330.821509448102
2019-05-31,14594.521827374649,11256.21999120394,16377.758232238702,13562.34152688493,17694.61618064717,18311.49127341934
2019-06-01,14594.521827374649,11256.21999120394,16374.619420353667,13562.34152688493,17691.22465911882,18307.96428985894
2019-06-02,14594.521827374649,11256.21999120394,16428.18590396788,13562.34152688493,17749.103846859078,18368.15525192219
2019-06-03,14557.4058607466,11135.766914621574,16174.379803075142,13424.05303311583,17510.09805046585,18088.99701326588
2019-06-04,14873.40661511791,11301.715270079847,16113.307503441165,13589.377971573645,17408.007694925498,17993.444597633134
2019-06-05,15002.240662409804,11393.059810044555,16234.367362295803,13748.68598749773,17516.35860562953,18165.112819235084
2019-06-06,15099.78895564471,11490.219563544375,16359.546764904037,13947.161260391817,17659.991630945344,18365.120171443454
2019-06-07,15250.894917872261,11588.553748036806,16506.382087138187,14117.981592079825,17815.119005752815,18567.97765271251
2019-06-08,15250.894917872261,11588.553748036806,16479.8908507734,14117.981592079825,17786.494927045846,18538.21028895339
2019-06-09,15250.894917872261,11588.553748036806,16401.425478565874,14117.981592079825,17701.71221026689,18450.041233918204
2019-06-10,15320.884410557554,11630.585369542583,16460.325288940552,14229.6639179448,17787.682113205497,18560.97340515926
2019-06-11,15317.175418271898,11642.633901657442,16463.866521330034,14232.004936472247,17805.240474968097,18555.859904641813
2019-06-12,15290.131206724629,11594.626925386296,16492.7248003169,14171.833266839878,17832.113044439775,18586.95738924599
2019-06-13,15353.223590268559,11648.429745259498,16590.949755290367,14249.956292545517,17967.8876963315,18706.714376599557
2019-06-14,15336.261012474017,11608.771355492567,16681.745406120408,14194.797695116407,18055.9396526464,18803.613432603386
2019-06-15,15336.261012474017,11608.771355492567,16724.21131194854,14194.797695116407,18101.824541295955,18851.33102678208
2019-06-16,15336.261012474017,11608.771355492567,16770.076819955953,14194.797695116407,18151.382738318593,18902.868646319865
2019-06-17,15342.091225045076,11620.62833987282,16875.0869791537,14195.36980050956,18250.968550768655,19010.63789625601
2019-06-18,15502.734596007169,11787.063350926852,16995.34079966868,14378.686603161832,18353.544598912846,19131.689612468504
2019-06-19,15537.728444288727,11766.926205474509,16998.40448847813,14364.368069404845,18346.73374326784,19142.642113261238
2019-06-20,15686.17973794572,11865.26915252494,17317.092494850953,14461.115567424524,18745.519074807853,19483.878575345356
2019-06-21,15663.376170847085,11727.176725086805,17318.04034038012,14239.355183856813,18760.740715704735,19445.161202008116
2019-06-22,15663.376170847085,11727.176725086805,17479.940747712273,14239.355183856813,18935.675925913583,19627.083564990517
2019-06-23,15663.376170847085,11727.176725086805,17524.59924964047,14239.355183856813,18983.929939298447,19677.264910003214
2019-06-24,15644.200770536356,11682.45636472375,17577.4598952154,14191.864991081959,19034.964925843127,19741.749022775224
2019-06-25,15490.765237851423,11508.871913935202,17623.679783168856,13946.187172455526,19109.298639198783,19768.113285025465
2019-06-26,15475.31679104807,11537.567727377378,18018.863615861443,14053.562815763637,19534.045885506683,20265.71401055958
2019-06-27,15530.191915654044,11582.24757868929,17515.32331763239,14079.901393187993,18957.488138526558,19679.22684842947
2019-06-28,15610.101391096563,11644.115707677896,17925.54965167,14089.375126365401,19403.117138826678,20091.613505620877
2019-06-29,15610.101391096563,11644.115707677896,17795.855461019866,14089.375126365401,19262.981107805448,19945.880248880167
2019-06-30,15610.101391096563,11644.115707677896,17465.15975976085,14089.375126365401,18905.66068490976,19574.287957097124
2019-07-01,15751.82081885204,11697.85577930608,17319.04157221864,14200.498511156718,18739.152089992713,19443.918446565884
2019-07-02,15792.842453143605,11743.645634987373,17496.656048270812,14273.297712917065,18942.962337432353,19656.147405676715
2019-07-03,15919.108045729214,11818.998908542797,17924.827050021282,14327.59427874653,19409.508921660927,20109.69675007991
2019-07-04,15919.108045729214,11835.99267882746,17735.36812393932,14327.59427874653,19190.11883162197,19881.5439182563
2019-07-05,15901.00133811096,11820.601624604604,17578.72923795219,14361.710007244608,19023.072370566148,19744.55976598121
2019-07-06,15901.00133811096,11820.601624604604,17645.11791117381,14361.710007244608,19094.806078324422,19819.15861663737
2019-07-07,15901.00133811096,11820.601624604604,17715.028145760567,14361.710007244608,19170.34487272717,19897.71453432932
2019-07-08,15813.621790554136,11808.973129795719,17986.352701097487,14395.521726515173,19474.63016870439,20238.01524155588
2019-07-09,15833.339619760878,11831.379764593821,18095.088527204207,14489.163461652002,19598.00789099947,20409.24694285857
2019-07-10,15908.986897288694,11899.486190210593,18081.837968484248,14567.8592815814,19576.70161808103,20391.318031417995
2019-07-11,15946.277985828536,11869.347689646676,17764.918966006666,14565.633809869683,19244.972841509032,20060.63264789905
2019-07-12,16017.672046052514,11945.804937840512,17994.561776764083,14686.774328393309,19482.986726535273,20339.48905752522
2019-07-13,16017.672046052514,11945.804937840512,17871.94238090497,14686.774328393309,19350.495090820677,20201.70552374819
2019-07-14,16017.672046052514,11945.804937840512,17543.01776101881,14686.774328393309,18995.088341258885,19832.10334004267
2019-07-15,16022.995752171006,12011.973160470541,17828.832491247984,14786.615366236118,19286.685594566294,20167.585773290622
2019-07-16,15971.323113398117,11967.036404008517,17368.550843646004,14744.07199264307,18774.06554326697,19659.31678135059
2019-07-17,15862.63257626778,11899.450663059486,17429.940548781185,14646.6637048305,18824.62111944177,19717.047303459418
